id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
364,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,135.0,Clean,Very safe,Very satisfied
3286,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Average,Somewhat safe,Somewhat satsified
3100,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,173.0,Somewhat clean,Very safe,Somewhat satsified
2476,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,63.99999999999989,Clean,Very safe,Somewhat satsified
193,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Neutral
426,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,263.0,Clean,Very safe,Somewhat satsified
1752,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,295.0,Average,Neutral,Neutral
1084,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,325.0,Clean,Very safe,Very satisfied
537,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,240.0,Clean,Very safe,Somewhat satsified
1099,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,150.0,Clean,Somewhat safe,Somewhat satsified
2266,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,415.0,Clean,Somewhat safe,Very satisfied
2145,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,125.0,Clean,Very safe,Somewhat satsified
1711,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Neutral,Somewhat satsified
2656,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
1590,Wednesday,UNITED INTL,HONG KONG,Asia,    Hub,Gates 91-102,2018-12-31,180.0,Average,Somewhat safe,Neutral
264,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,265.0,Average,Somewhat safe,Somewhat unsatisfied
14,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,88.99999999999979,Average,Somewhat safe,Somewhat satsified
1236,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,105.0,Clean,Very safe,Very satisfied
2412,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium     ,Gates 91-102,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified
1712,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,173.0,Clean,Somewhat safe,Very satisfied
2580,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied
1664,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied
2276,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,110.0,Somewhat clean,Somewhat safe,Neutral
2672,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Somewhat clean,Very safe,Neutral
2677,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,210.0,Somewhat clean,Very safe,Neutral
1185,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
623,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,255.0,Clean,Very safe,Somewhat satsified
1354,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,230.0,Clean,Somewhat safe,Very satisfied
1002,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,415.0,Somewhat clean,Somewhat safe,Somewhat satsified
3149,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,705.0,Average,Very safe,Somewhat satsified
508,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,190.0,Clean,Very safe,Very satisfied
1217,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,130.0,Average,Very safe,Neutral
1821,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,85.0,Somewhat dirty,Neutral,Neutral
2349,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Clean,Very safe,Very satisfied
607,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Very safe,Somewhat satsified
1585,Wednesday,DELTA,SALT LAKE CITY,West US,Medium     ,Gates 40-48,2018-12-31,100.0,Somewhat dirty,Neutral,Somewhat satsified
344,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,240.0,Somewhat clean,Somewhat safe,Neutral
3102,Sunday,COPA,PANAMA CITY,Central/South America,Medium     ,Gates 1-12,2018-12-31,173.0,Somewhat clean,Very safe,Very satisfied
2411,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,    Medium,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
2075,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,117.0,Somewhat clean,Somewhat safe,Somewhat satsified
2362,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,181.0,Clean,Very safe,Somewhat satsified
1498,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,135.0,Average,Neutral,Neutral
2607,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,175.0,Clean,Somewhat safe,Very satisfied
3047,Tuesday,AMERICAN,LOS ANGELES,West US,Hub     ,Gates 50-59,2018-12-31,70.0,Average,Somewhat safe,Somewhat satsified
1683,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Very satisfied
2152,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified
1501,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Neutral
2718,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,360.0,Clean,Very safe,Very satisfied
2255,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,245.0,Average,Neutral,Neutral
2909,Thursday,DELTA,SEATTLE,West US,    Hub,Gates 40-48,2018-12-31,240.0,Average,Neutral,Somewhat unsatisfied
1975,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,190.0,Somewhat clean,Very safe,Somewhat satsified
679,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,165.0,Clean,Very safe,Very satisfied
2110,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,109.0,Clean,Somewhat safe,Somewhat satsified
1225,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Somewhat safe,Somewhat satsified
3018,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,175.0,Clean,Very safe,Somewhat satsified
2453,Friday,UNITED,DENVER,West US,    Hub,Gates 70-90,2018-12-31,161.0,Somewhat clean,Very safe,Very satisfied
482,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,341.0,Average,Very safe,Somewhat satsified
3230,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,130.0,Somewhat clean,Neutral,Somewhat satsified
3190,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,610.0,Somewhat clean,Somewhat safe,Somewhat satsified
2444,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,210.0,Somewhat clean,Somewhat safe,Very satisfied
3159,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
1624,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,45.0,Somewhat clean,Very safe,Somewhat satsified
1379,Tuesday,UNITED INTL,SHANGHAI,Asia,    Hub,Gates 91-102,2018-12-31,265.0,Clean,Somewhat safe,Very satisfied
3278,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,85.0,Clean,Very safe,Very satisfied
2555,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,60.0,Somewhat clean,Very safe,Somewhat satsified
1291,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200.0,Somewhat clean,Very safe,Somewhat satsified
1229,Thursday,ANA ALL NIPPON,TOKYO-NARITA,Asia,    Hub,Gates 91-102,2018-12-31,150.0,Average,Somewhat safe,Neutral
2505,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,184.0,Clean,Very safe,Very satisfied
2709,Friday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,2018-12-31,72.0,Somewhat clean,Very safe,Very satisfied
3020,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Clean,Somewhat safe,Somewhat satsified
2280,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,385.0,Clean,Somewhat safe,Somewhat satsified
1456,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,70.0000000000001,Clean,Very safe,Very satisfied
2464,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,135.0,Somewhat clean,Very safe,Somewhat satsified
2832,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,78.0,Somewhat clean,Neutral,Somewhat satsified
2504,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,79.9999999999999,Somewhat clean,Neutral,Somewhat satsified
2576,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
579,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162.0,Somewhat clean,Very safe,Somewhat satsified
2766,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,90.0,Average,Very safe,Neutral
1007,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,155.0,Somewhat clean,Very safe,Very satisfied
2815,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Clean,Very safe,Somewhat satsified
2138,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,273.0,Somewhat clean,Very safe,Neutral
1648,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,350.0,Average,Very safe,Neutral
317,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,137.0,Somewhat clean,Very safe,Very satisfied
1285,Thursday,CHINA SOUTHERN,WUHAN,Asia,Medium,Gates 1-12,2018-12-31,195.0,Clean,Very safe,Very satisfied
2498,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,165.0,Clean,Very safe,Very satisfied
463,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,420.0,Clean,Very safe,Very satisfied
748,Thursday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Very satisfied
941,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,150.0,Somewhat clean,Very safe,Very satisfied
1880,Tuesday,UNITED,BOSTON,EAST US,    Large,Gates 70-90,2018-12-31,130.0,Average,Somewhat safe,Somewhat satsified
384,Friday,ALASKA,INDIANAPOLIS,Midwest US,    Medium,Gates 50-59,2018-12-31,370.0,Clean,Very safe,Very satisfied
3066,Sunday,COPA,PANAMA CITY,Central/South America,    Medium,Gates 1-12,2018-12-31,143.0,Average,Somewhat safe,Somewhat unsatisfied
2776,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral
1900,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satsified
2247,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,190.0,Clean,Somewhat safe,Very satisfied
2669,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Very safe,Somewhat satsified
3291,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satsified
1777,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,195.0,Somewhat clean,Somewhat safe,Somewhat satsified
3174,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,29.9999999999999,Clean,Somewhat safe,Very satisfied
851,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Somewhat satsified
2435,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,20.000000000000103,Clean,Very safe,Very satisfied
1524,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
1193,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,140.0,Average,Very safe,Neutral
3094,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,113.0,Somewhat clean,Somewhat safe,Somewhat satsified
1845,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Average,Somewhat safe,Somewhat satsified
2534,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,255.0,Clean,Very safe,Somewhat satsified
725,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,215.0,Clean,Somewhat safe,Very unsatisfied
286,Thursday,UNITED,NASHVILLE,Midwest US,    Medium,Gates 70-90,2018-12-31,70.0000000000001,Clean,Very safe,Neutral
2307,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
2178,Saturday,CHINA EASTERN,QINGDAO,Asia,Large,Gates 1-12,2018-12-31,100.0,Clean,Very safe,Somewhat satsified
670,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,200.0,Somewhat clean,Somewhat safe,Neutral
1641,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,110.0,Clean,Very safe,Somewhat satsified
1677,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Very satisfied
2598,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,80.0,Clean,Very safe,Somewhat satsified
1612,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Somewhat clean,Neutral,Neutral
2376,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Somewhat clean,Somewhat safe,Somewhat satsified
1614,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Neutral,Somewhat satsified
2085,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79.0,Somewhat clean,Very safe,Somewhat satsified
2429,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified
2702,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,302.0,Average,Neutral,Somewhat satsified
551,Thursday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,2018-12-31,225.0,Somewhat clean,Very safe,Somewhat satsified
1735,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Somewhat satsified
1009,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,94.9999999999998,Clean,Very safe,Very satisfied
432,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,215.0,Somewhat clean,Neutral,Somewhat satsified
455,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Very safe,Very satisfied
498,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,118.0,Average,Somewhat safe,Neutral
2153,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Clean,Neutral,Neutral
785,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified
1682,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Clean,Very safe,Very satisfied
3262,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,180.0,Average,Neutral,Neutral
2826,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,78.0,Clean,Very safe,Very satisfied
322,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Very satisfied
410,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,362.0,Clean,Very safe,Very satisfied
3154,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Neutral
1377,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Neutral
2357,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,69.9999999999999,Somewhat clean,Somewhat safe,Neutral
800,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Very satisfied
2668,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,210.0,Average,Somewhat safe,Somewhat satsified
2080,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,122.0,Somewhat clean,Somewhat safe,Somewhat satsified
1146,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,70.0000000000001,Clean,Somewhat safe,Somewhat satsified
638,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,140.0,Average,Very safe,Somewhat satsified
681,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Somewhat satsified
398,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,100.0,Clean,Very safe,Somewhat satsified
247,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satsified
2995,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,60.0,Somewhat clean,Very safe,Somewhat satsified
2363,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,90.0,Average,Very safe,Neutral
3054,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied
435,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,395.0,Average,Somewhat safe,Neutral
1517,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified
1678,Saturday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,140.0,Somewhat dirty,Neutral,Somewhat unsatisfied
1533,Wednesday,ALASKA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,65.0,Somewhat clean,Very safe,Somewhat satsified
2019,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,180.0,Clean,Very safe,Very satisfied
511,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,118.0,Somewhat clean,Very safe,Very satisfied
1428,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,2018-12-31,110.0,Somewhat dirty,Neutral,Somewhat unsatisfied
2368,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,375.0,Somewhat clean,Very safe,Somewhat satsified
2835,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 70-90,2018-12-31,100.0,Clean,Very safe,Somewhat satsified
3009,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,838.0,Clean,Neutral,Somewhat satsified
2930,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,255.0,Clean,Somewhat safe,Very satisfied
2448,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Somewhat clean,Somewhat safe,Somewhat satsified
2687,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,107.0,Somewhat clean,Somewhat safe,Somewhat satsified
492,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,148.0,Clean,Somewhat safe,Somewhat satsified
979,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,115.0,Average,Neutral,Very satisfied
3288,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,85.0,Somewhat clean,Somewhat safe,Somewhat satsified
2674,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Somewhat clean,Somewhat safe,Neutral
2293,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Very satisfied
1971,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,155.0,Somewhat clean,Very safe,Very satisfied
353,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
2831,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,78.0,Somewhat clean,Somewhat safe,Somewhat satsified
1418,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,172.0,Somewhat clean,Somewhat safe,Somewhat satsified
1734,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,170.0,Somewhat clean,Somewhat safe,Somewhat satsified
3081,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,133.0,Somewhat clean,Very safe,Neutral
2194,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Neutral
764,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satsified
1473,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,2018-12-31,115.0,Somewhat clean,Neutral,Somewhat satsified
1497,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,119.0,Somewhat clean,Somewhat safe,Somewhat satsified
1681,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Clean,Very safe,Somewhat satsified
2603,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Clean,Very safe,Very satisfied
2742,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified
2423,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied
2830,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,73.0,Clean,Very safe,Somewhat satsified
915,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Very satisfied
1991,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,85.0000000000001,Somewhat clean,Very safe,Somewhat satsified
559,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified
306,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,122.0,Somewhat clean,Very safe,Somewhat satsified
1108,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,    Hub,Gates 40-48,2018-12-31,105.0,Average,Neutral,Somewhat unsatisfied
1394,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Somewhat satsified
1347,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,110.0,Somewhat clean,Very safe,Somewhat satsified
762,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,85.0,Clean,Somewhat safe,Somewhat satsified
223,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Somewhat clean,Somewhat safe,Somewhat satsified
1074,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,325.0,Somewhat clean,Very safe,Somewhat satsified
1558,Wednesday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
1468,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,2018-12-31,130.0,Somewhat clean,Somewhat safe,Somewhat satsified
1035,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,94.9999999999998,Average,Somewhat safe,Somewhat satsified
2456,Friday,UNITED,DENVER,West US,    Hub,Gates 70-90,2018-12-31,86.0,Average,Neutral,Neutral
3118,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,94.9999999999998,Average,Neutral,Somewhat unsatisfied
2629,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,90.0,Average,Very safe,Somewhat satsified
